author1,author2,adamic_adar,common_neighbors,preferential_attachment,total_neighbors,jaccard_similarity,label,adamic_adar_normalized,pyramid_match,pyramid_match_normalized,propagation,propagation_normalized,weisfeiler_pyramid_match,weisfeiler_pyramid_match_normalized
Kevin Spicka,Mark J. Young,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,373.0,0.00045910235028401574,7290.0,0.3473123786610131
Alice C. Ortmann,Mark J. Young,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,299.0,0.0003680203826673477,7290.0,0.3473123786610131
Alice C. Ortmann,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,673.0,0.0008283535703515888,7290.0,0.3473123786610131
Kevin Spicka,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,1201.0,0.0014782357176705173,7290.0,0.3473123786610131
Jonathan K. Hilmer,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,457.0,0.0005624926919029361,7290.0,0.3473123786610131
Joseph Steffens,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,539.0,0.0006634213587214062,7290.0,0.3473123786610131
Edward A. Dratz,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,459.0,0.0005649543667033866,7290.0,0.3473123786610131
Navid Movahed,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,391.0,0.00048125742348807015,7290.0,0.3473123786610131
Joshua Heinemann,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,829.0,0.0010203642047867266,7290.0,0.3473123786610131
Paul A. Grieco,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,377.0,0.0004640256998849167,7290.0,0.3473123786610131
Pavel Tarlykov,Brian Bothner,5.324340220853865,15.0,256.0,17.0,,1,0.1588986307877967,1215.0,0.10056073992840737,425.0,0.0005231058950957284,7290.0,0.3473123786610131
Heow Yong Lee,Yuke Tien Ma,0.3284587387530511,1.0,4.0,3.0,1.0,1,0.00980246221939898,405.0,0.033520246642802454,103.0,0.00012677625222320006,2430.0,0.11577079288700437
Yuke Tien Ma, Fong,1.4426950408889634,1.0,42.0,22.0,,1,0.04305552559239669,352.875,0.02920606675081214,1159.0,0.0014265405468610569,607.125,0.028924832358651245
Raymond R R Rowland,Dongwan Yoo,2.0205424204555817,4.0,665.0,50.0,,1,0.06030069656359486,3961.375,0.32786732603612734,115347.0,0.14197340160378114,4527.625,0.21570647577984492
John E. Madigan,Jeffrey E. Barlough,2.56090124495804,5.0,42.0,8.0,,1,0.07642706598890821,0,0.0,0,0.0,0,0.0
John E. Madigan,Phdz ;. Bohai,2.5166889607765435,5.0,36.0,7.0,1.0,1,0.07510760270725599,0,0.0,0,0.0,0,0.0
Jeffrey E. Barlough,Wen ,2.7905531327562363,5.0,147.0,23.0,,1,0.08328075471188655,0,0.0,0,0.0,0,0.0
Phdz ;. Bohai,Wen ,2.7463408485747394,5.0,126.0,22.0,,1,0.08196129143023431,0,0.0,0,0.0,0,0.0
John E. Madigan,Wen ,2.7463408485747394,5.0,126.0,22.0,,1,0.08196129143023431,0,0.0,0,0.0,0,0.0
Wen ,Paul E. Miller,2.7463408485747394,5.0,126.0,22.0,,1,0.08196129143023431,0,0.0,0,0.0,0,0.0
Wen ,Thomas J. Sampson,2.7463408485747394,5.0,126.0,22.0,,1,0.08196129143023431,0,0.0,0,0.0,0,0.0
Jeffrey E. Barlough,Thomas J. Sampson,2.56090124495804,5.0,42.0,8.0,,1,0.07642706598890821,0,0.0,0,0.0,0,0.0
Phdz ;. Bohai,Thomas J. Sampson,2.5166889607765435,5.0,36.0,7.0,,1,0.07510760270725599,0,0.0,0,0.0,0,0.0
Ana Lorena Guti E Errez-Escolano,Melina V A Azquez-Ochoa,1.8204784532536746,2.0,9.0,4.0,1.0,1,0.05433002430380084,697.5,0.05772931366260423,2806.0,0.0034537297450320326,4185.0,0.1993830321942853
Melina V A Azquez-Ochoa,Jaime Escobar-Herrera,1.8204784532536746,2.0,9.0,4.0,,1,0.05433002430380084,697.5,0.05772931366260423,2700.0,0.003323260980608157,4185.0,0.1993830321942853
Ana Lorena Guti E Errez-Escolano,Javier Hern A Andez-Acosta,1.8204784532536746,2.0,9.0,4.0,,1,0.05433002430380084,697.5,0.05772931366260423,2386.0,0.0029367780369374307,4185.0,0.1993830321942853
Melina V A Azquez-Ochoa,Javier Hern A Andez-Acosta,1.8204784532536746,2.0,9.0,4.0,,1,0.05433002430380084,697.5,0.05772931366260423,1686.0,0.00207519185677976,4185.0,0.1993830321942853
Daolin Tang,Rui Kang,2.164042561333445,3.0,16.0,5.0,1.0,1,0.06458328838859503,1068.75,0.08845620641850648,2777.0,0.0034180354604255005,6412.5,0.30550625900737266
Rui Kang,Herbert J. Zeh,2.164042561333445,3.0,16.0,5.0,,1,0.06458328838859503,1068.75,0.08845620641850648,4153.0,0.0051116677231354355,6412.5,0.30550625900737266
Carolyn B. Coyne,Herbert J. Zeh,2.164042561333445,3.0,16.0,5.0,,1,0.06458328838859503,1022.25,0.0846075855076662,2074.0,0.002552756768067155,2326.125,0.11082194880834693
Carolyn B. Coyne,Michael T. Lotze,2.164042561333445,3.0,16.0,5.0,,1,0.06458328838859503,1022.25,0.0846075855076662,3125.0,0.003846366875703885,2326.125,0.11082194880834693
Rui Kang,Michael T. Lotze,2.164042561333445,3.0,16.0,5.0,,1,0.06458328838859503,1068.75,0.08845620641850648,3273.0,0.004028530810937222,6412.5,0.30550625900737266
Yu Rong Yang,Donald P. Mcmanus,3.0833900542185044,6.0,49.0,8.0,1.0,1,0.09202012596435052,1203.75,0.09962962196610729,551.0,0.000678191407524109,7222.5,0.34409652330304075
Yu Rong Yang,Darren J. Gray,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,385.0,0.00047387239908671866,7222.5,0.34409652330304075
Donald P. Mcmanus,Darren J. Gray,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,699.0,0.0008603553427574451,7222.5,0.34409652330304075
Xiao Ling Wang,Shu Kun Yang,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,521.0,0.0006412662855173518,7222.5,0.34409652330304075
Donald P. Mcmanus,Shu Kun Yang,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,457.0,0.0005624926919029361,7222.5,0.34409652330304075
Donald P. Mcmanus,Allen G. Ross,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,677.0,0.0008332769199524897,7222.5,0.34409652330304075
Darren J. Gray,Allen G. Ross,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,311.0,0.00038279043147005065,7222.5,0.34409652330304075
Allen G. Ross,Gail M. Williams,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1136.25,0.09404291419230688,1320.0,0.0016247053682973212,3451.75,0.16444931454638573
Yu Rong Yang,Gail M. Williams,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1136.25,0.09404291419230688,1281.0,0.0015767027096885366,3451.75,0.16444931454638573
Xiao Ling Wang,Magda K. Ellis,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,537.0,0.0006609596839209556,7222.5,0.34409652330304075
Shu Kun Yang,Magda K. Ellis,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,607.0,0.0007471183019367227,7222.5,0.34409652330304075
Allen G. Ross,Magda K. Ellis,3.0833900542185044,6.0,49.0,8.0,,1,0.09202012596435052,1203.75,0.09962962196610729,583.0,0.0007175782043313168,7222.5,0.34409652330304075
Michael Wen,Reetakshi Arora,1.929434193679319,4.0,25.0,6.0,1.0,1,0.057581679391936626,1293.75,0.10707856566450785,487.0,0.0005994178139096935,7762.5,0.3698233661668195
Michael Wen,Huiqiang Wang,1.929434193679319,4.0,25.0,6.0,,1,0.057581679391936626,1264.5,0.10465765896252767,660.0,0.0008123526841486606,3322.75,0.1583034576400386
Reetakshi Arora,Lihong Liu,2.216960927543597,4.0,100.0,21.0,,1,0.0661625743818879,1249.125,0.10338513108071758,1114.0,0.001371152863850921,2583.875,0.12310175204564132
Michael Wen,Jason T. Kimata,1.929434193679319,4.0,25.0,6.0,,1,0.057581679391936626,1293.75,0.10707856566450785,1289.0,0.0015865494088903385,7762.5,0.3698233661668195
Michael Wen,Paul Zhou,2.1978130043741695,4.0,85.0,18.0,,1,0.06559112728274591,1265.5,0.104740425003621,539.0,0.0006634213587214062,2925.25,0.13936564275420146
Waseem Gul,Mark T. Hamann,0.0,0.0,4.0,5.0,0.25,1,0.0,589.0,0.048749198203976905,985.0,0.0012123748392218645,1322.5,0.06300694386545815
Ju-Young Chung,Sang Woo Kim,4.0537021773014015,6.0,49.0,8.0,0.75,1,0.12097794259499896,382.75,0.03167870222847565,248.0,0.0003052476752558603,901.75,0.04296144546743053
Sang Woo Kim,Eung-Soo Hwang,3.099250666493068,5.0,42.0,8.0,,1,0.09249346716144632,247.125,0.0204535579051915,109.0,0.00013416127662455152,485.125,0.02311247156350123
Ju-Young Chung,Eung-Soo Hwang,3.099250666493068,5.0,42.0,8.0,,1,0.09249346716144632,295.125,0.02442632787767179,940.0,0.0011569871562117286,508.625,0.024232065651091605
Nijaporn Yanasarn,Brian R. Sloat,1.4426950408889634,1.0,4.0,3.0,1.0,1,0.04305552559239669,978.75,0.08100726272010593,615.0,0.0007569650011385247,5872.5,0.2797794161435939
Ho-Joon Shin,Hyun Park,3.0833900542185044,6.0,77.0,12.0,,1,0.09202012596435052,1412.5,0.1169070330443419,3328.0,0.0040962268679496094,2320.75,0.11056587143724914
Erik De Clercq,Y Fulmer Shealy$,1.8204784532536746,2.0,261.0,88.0,,1,0.05433002430380084,717.5,0.05938463448447102,3120.0,0.003840212688702759,1067.75,0.05087006753296252
Erik De Clercq,John A. Montgomery,1.8204784532536746,2.0,261.0,88.0,,1,0.05433002430380084,717.5,0.05938463448447102,1876.0,0.0023090509628225565,1067.75,0.05087006753296252
David Lepzelter,Haidong Feng,0.21443402172070247,1.0,4.0,3.0,1.0,1,0.006399529525233071,630.0,0.052142605888803824,1010.0,0.0012431457742274957,3780.0,0.18008790004645123
Haidong Feng,Jin Wang,1.4426950408889634,1.0,212.0,107.0,,1,0.04305552559239669,532.0,0.044031533861656556,1264.0,0.0015557784738847076,952.5,0.045379292273609734
David Lepzelter,Jin Wang,1.4426950408889634,1.0,212.0,107.0,,1,0.04305552559239669,532.0,0.044031533861656556,1130.0,0.001390846262254525,952.5,0.045379292273609734
Krupakar Parthasarathy,Huang Lu,2.0262482211856936,4.0,70.0,15.0,,1,0.06047097943169779,909.5,0.07527571437439218,1961.0,0.002413672141841702,1696.5,0.0808251646637049
Krupakar Parthasarathy,Wahyu Surya,2.0262482211856936,4.0,70.0,15.0,,1,0.06047097943169779,1399.75,0.11585176602040183,2280.0,0.0028063092725135546,1906.0,0.09080622684881906
Huang Lu,Wahyu Surya,1.7838364683160328,4.0,25.0,6.0,,1,0.05323648764114847,905.5,0.07494465021001882,3734.0,0.004595946852441059,1655.0,0.0788480091473219
Krupakar Parthasarathy,Ardcharaporn Vararattanavech,2.0262482211856936,4.0,70.0,15.0,,1,0.06047097943169779,909.5,0.07527571437439218,1403.0,0.0017268648725160163,1696.5,0.0808251646637049
Huang Lu,Ardcharaporn Vararattanavech,1.7838364683160328,4.0,25.0,6.0,1.0,1,0.05323648764114847,990.0,0.081938380682406,539.0,0.0006634213587214062,5940.0,0.2829952715015662
